cell_uid,batch_name,cycle_life,charging_policy,c1,c2,qdlin_010_min,qdlin_010_var,qdlin_100_min,qdlin_100_var,delta_q_min,delta_q_var
2017-05-12_cell_000,2017-05-12,1190.0,3.6C(80%)-3.6C,3.6,3.6,-0.0003972576780856,0.17924558251915015,-0.0003424859516949,0.17865865491284316,-0.008459642934268818,9.663600264771337e-06
2017-05-12_cell_001,2017-05-12,1179.0,3.6C(80%)-3.6C,3.6,3.6,-0.0001583941351985,0.18232787328381622,-0.0003156746113632,0.18151561779331568,-0.011003816596621974,9.683678956851992e-06
2017-05-12_cell_002,2017-05-12,1177.0,3.6C(80%)-3.6C,3.6,3.6,-0.0001904570684582,0.18189484812016635,-0.0001816766267202,0.18150655856442038,-0.01721639184964449,1.8323155109710958e-05
2017-05-12_cell_003,2017-05-12,1226.0,4C(80%)-4C,4.0,4.0,-0.0003657186928554,0.18164786575701922,-0.0001836786015996,0.17957628057853725,-0.01896053977326939,3.608997994486939e-05
2017-05-12_cell_004,2017-05-12,1227.0,4C(80%)-4C,4.0,4.0,-0.0004104668511019,0.18236242061138,-0.0003688335265854,0.18075504300313772,-0.013957995093677344,2.2503824885676083e-05
2017-05-12_cell_005,2017-05-12,1074.0,4.4C(80%)-4.4C,4.4,4.4,-0.0004609303439088,0.18154570980906434,-0.0002238190779872,0.17789307863055795,-0.025178778949337177,6.624026126041222e-05
2017-05-12_cell_006,2017-05-12,636.0,4.8C(80%)-4.8C,4.8,4.8,-0.0004394161915455,0.18314997052721974,-0.0003773819097011,0.17902855233594583,-0.03788603931347989,0.00017026371292231944
2017-05-12_cell_007,2017-05-12,870.0,4.8C(80%)-4.8C,4.8,4.8,-0.0001600112649071,0.18617216476118484,-0.0003943963835213,0.1818572520587382,-0.03823338650707442,0.00015364340477588744
2017-05-12_cell_008,2017-05-12,879.0,5.4C(40%)-3.6C,5.4,3.6,-0.0004080928094356,0.18668271025387848,-0.0004222849171568,0.1828007025006073,-0.030807702259195158,9.972530913284566e-05
2017-05-12_cell_009,2017-05-12,1054.0,5.4C(40%)-3.6C,5.4,3.6,-0.0001900450478491,0.18376016108848658,-0.0002276659890547,0.1805409447141667,-0.028724475696229823,8.722004817808696e-05
2017-05-12_cell_010,2017-05-12,906.0,5.4C(50%)-3C,5.4,3.0,-0.0003504783469279,0.18099608933660818,-0.0002291633094257,0.17879868301990207,-0.026992931922526497,9.493510903192651e-05
2017-05-12_cell_011,2017-05-12,788.0,5.4C(50%)-3C,5.4,3.0,-0.0001489519719193,0.17267568160264782,-0.0001524796428176,0.17092060452456653,-0.023691513033622602,7.130228856858243e-05
2017-05-12_cell_012,2017-05-12,902.0,5.4C(50%)-3.6C,5.4,3.6,-0.0001592869884697,0.18185011728611233,-0.0001673995458096,0.17829296392775748,-0.027438869587688042,7.495650888780393e-05
2017-05-12_cell_013,2017-05-12,897.0,5.4C(50%)-3.6C,5.4,3.6,-0.0002274645186287,0.1845533304139601,-0.0005347214736453,0.1802637831417586,-0.029137075239816568,8.953514522265091e-05
2017-05-12_cell_014,2017-05-12,880.0,5.4C(60%)-3C,5.4,3.0,-0.0001953365105521,0.18080682875604703,-0.000220681512377,0.17719665726360379,-0.0282939556930506,8.993529426869348e-05
2017-05-12_cell_015,2017-05-12,719.0,5.4C(60%)-3C,5.4,3.0,-0.000206533420646,0.17800614012568616,-0.0003952324962318,0.1751234656880721,-0.02894455469678514,9.595130743781208e-05
2017-05-12_cell_016,2017-05-12,862.0,5.4C(60%)-3.6C,5.4,3.6,-0.0002721553909034,0.18388385975606195,-0.0004450186422126,0.17971047382351862,-0.027606674842371004,7.954013514589494e-05
2017-05-12_cell_017,2017-05-12,857.0,5.4C(60%)-3.6C,5.4,3.6,-0.0003613167797753,0.18123400674140872,-0.0004052616652907,0.1770843670296583,-0.031067967108938443,0.00010711259692754453
2017-05-12_cell_018,2017-05-12,691.0,5.4C(70%)-3C,5.4,3.0,-0.0001636909862085,0.17802045301173358,-0.0002014812803325,0.1713902722414841,-0.044133215408272974,0.0002238305979209946
2017-05-12_cell_019,2017-05-12,788.0,5.4C(70%)-3C,5.4,3.0,-0.0002045432308425,0.18440947616441775,-0.000206053598559,0.17873828168417408,-0.04589269342650848,0.00023993476144574304
2017-05-12_cell_020,2017-05-12,534.0,5.4C(80%)-5.4C,5.4,5.4,-0.0001345461784579,0.17948402597663252,-0.0001309216415322,0.16899243622364943,-0.06358042689660326,0.0004293016817129661
2017-05-12_cell_021,2017-05-12,559.0,5.4C(80%)-5.4C,5.4,5.4,-0.0001634518180147,0.18265046661949338,-0.0002032743483084,0.1738999269533425,-0.06472026276575493,0.00044633603224653495
2017-05-12_cell_022,2017-05-12,891.0,6C(30%)-3.6C,6.0,3.6,-0.0001849078245814,0.18287125924964123,-0.0003710403730429,0.17842461000442764,-0.03214714400899121,0.00011164295598941369
2017-05-12_cell_023,2017-05-12,1014.0,6C(30%)-3.6C,6.0,3.6,-0.0002003007792495,0.18374856178697235,-0.0003516976724247,0.17954714489610824,-0.029953516931757407,9.103457241110656e-05
2017-05-12_cell_024,2017-05-12,1017.0,6C(40%)-3C,6.0,3.0,-0.0002200387358569,0.18042266262529083,-0.000418190919199,0.17686042507243474,-0.03184213409789827,0.000115169498663503
2017-05-12_cell_025,2017-05-12,854.0,6C(40%)-3C,6.0,3.0,-0.0002883511870366,0.18116214753054516,-0.0004352383000265,0.17779386029107636,-0.02944117289056536,9.378020536805901e-05
2017-05-12_cell_026,2017-05-12,870.0,6C(40%)-3.6C,6.0,3.6,-0.0001587644078284,0.18528143721560222,-0.0003732464466921,0.17996243246664514,-0.03835445363245382,0.00016024334542563118
2017-05-12_cell_027,2017-05-12,842.0,6C(40%)-3.6C,6.0,3.6,-0.0003333917617273,0.1816794152891132,-0.0001497952080614,0.17750117685910563,-0.03583211964634625,0.0001400544137433244
2017-05-12_cell_028,2017-05-12,860.0,6C(50%)-3C,6.0,3.0,-0.0001759471411908,0.18221466437285913,-0.0001843275257049,0.17722624779374274,-0.03721348031974203,0.00014298424697322458
2017-05-12_cell_029,2017-05-12,917.0,6C(50%)-3C,6.0,3.0,-0.0003150562782484,0.18276932905267934,-0.0001688298562624,0.1778113640533357,-0.0368684498819184,0.00014511700113165643
2017-05-12_cell_030,2017-05-12,709.0,6C(50%)-3.6C,6.0,3.6,-0.0001348617106344,0.18195861376643815,-0.0002001933643059,0.1769677083588588,-0.04081538502439652,0.0001800117202166412
2017-05-12_cell_031,2017-05-12,876.0,6C(50%)-3.6C,6.0,3.6,-0.0004715202664377,0.18937879965259313,-0.0002252687622082,0.18367350979663927,-0.03947820648424738,0.00016682739789842442
2017-05-12_cell_032,2017-05-12,731.0,6C(60%)-3C,6.0,3.0,-0.000332072344884,0.18155937464156136,-0.0004243525716742,0.17551543481611184,-0.04556628526257467,0.00022570256930208905
2017-05-12_cell_033,2017-05-12,757.0,6C(60%)-3C,6.0,3.0,-0.0003226304033767,0.18795873960412407,-0.0003798954474958,0.18049195328594772,-0.044901781211682756,0.0002152496244542718
2017-05-12_cell_034,2017-05-12,742.0,7C(30%)-3.6C,7.0,3.6,-0.0004728188843627,0.18223857620047132,-0.0003344761409216,0.1764201835431481,-0.037218141748807665,0.0001417045655742996
2017-05-12_cell_035,2017-05-12,703.0,7C(30%)-3.6C,7.0,3.6,-0.0002125172940086,0.18097995780883325,-0.0002561103542835,0.17553296619993977,-0.039152034335048325,0.0001688084508574745
2017-05-12_cell_036,2017-05-12,704.0,7C(40%)-3C,7.0,3.0,-0.0001753205061695,0.1823644833089638,-0.000188844359956,0.17591957735231828,-0.04462140596122188,0.00021404183097836085
2017-05-12_cell_037,2017-05-12,648.0,7C(40%)-3C,7.0,3.0,-0.0001838227583448,0.18133341700256977,-0.0004554299829474,0.17571357726760517,-0.044544784957630035,0.00021186592167101356
2017-05-12_cell_038,2017-05-12,617.0,7C(40%)-3.6C,7.0,3.6,-0.0003034655571119,0.18116464738652416,-0.0002150487504588,0.17321353598875566,-0.05641559694699583,0.0003689366724831014
2017-05-12_cell_039,2017-05-12,625.0,7C(40%)-3.6C,7.0,3.6,-0.0003003861565146,0.18340864803902618,-0.0003799639542604,0.17641060364273622,-0.05314395409181161,0.00031294374794214413
2017-05-12_cell_040,2017-05-12,966.0,8C(15%)-3.6C,8.0,3.6,-0.0004346200811726,0.18371077183771994,-0.000457685133385,0.1801505769993275,-0.02909570881628587,8.806174658415406e-05
2017-05-12_cell_041,2017-05-12,1051.0,8C(15%)-3.6C,8.0,3.6,-0.0002299151513063,0.18285842867207777,-0.000208120218067,0.1792149130121118,-0.02850629135902194,8.481761002389765e-05
2017-05-12_cell_042,2017-05-12,702.0,8C(25%)-3.6C,8.0,3.6,-0.0001632945696859,0.18332649954967978,-0.0005617759745725,0.1773082541906045,-0.04470964572873004,0.00021584610431745797
2017-05-12_cell_043,2017-05-12,651.0,8C(25%)-3.6C,8.0,3.6,-0.0001657541491414,0.1786691844229967,-0.0002124618579399,0.17305634468202047,-0.044605890152637384,0.0002148923367110797
2017-05-12_cell_044,2017-05-12,616.0,8C(35%)-3.6C,8.0,3.6,-0.0003013478771927,0.18595307756594764,-0.000595955197471,0.17630700225373372,-0.05879707165403769,0.00037957709280166205
2017-05-12_cell_045,2017-05-12,599.0,8C(35%)-3.6C,8.0,3.6,-0.0004169446010503,0.1846690855312327,-0.0003112273803409,0.17523521666197622,-0.059403509916114317,0.0003755845892835451
2018-02-20_cell_000,2018-02-20,477.0,5.2C(58%)-4C,5.2,4.0,-0.0001685173606797,0.18384747184060599,-0.0002637309047526,0.17467409482918508,-0.0550612777170808,0.0003256380937000859
2018-02-20_cell_001,2018-02-20,491.0,5.6C(26%)-4.5C,5.6,4.5,-0.0003245143516463,0.18399347346496614,-0.00025342879553,0.1722061370385534,-0.06611472058946521,0.000503441061590859
2018-02-20_cell_002,2018-02-20,424.0,5.2C(50%)-4.25C,5.2,4.25,-9.895096536500069e-05,0.17172235104990963,-0.0001924379968246,0.16522370231581654,-0.052717818544041395,0.00034653861464528044
2018-02-20_cell_003,2018-02-20,499.0,4.65C(44%)-5C,4.65,5.0,-0.0001139418534432,0.18013597524520017,-0.000149981594761,0.17618359538905728,-0.05586845261151374,0.0003189752621457912
2018-02-20_cell_004,2018-02-20,444.0,4.65C(69%)-6C,4.65,6.0,-0.0002091610341348,0.17784799705410556,-0.0001412092266279,0.16781466270819867,-0.07029720690084085,0.0005854545529657319
2018-02-20_cell_005,2018-02-20,416.0,3.6C(30%)-6C,3.6,6.0,-0.0001883811685938,0.18098664540714943,-0.0001591747456923,0.16564345365309294,-0.08615002847927755,0.00082057498922199
2018-02-20_cell_006,2018-02-20,393.0,3.6C(9%)-5C,3.6,5.0,-0.0001518791575543,0.17674239102333936,-0.0001165759247706,0.171910303814656,-0.04987247893740465,0.00029509395529212125
2018-02-20_cell_007,2018-02-20,777.0,4.8C(80%)-4.8C-newstructure,4.8,4.8,-0.0002596990009507,0.17778822707722128,-0.0001057963331337,0.17526656801138987,-0.021737979924043582,5.865835912266455e-05
2018-02-20_cell_008,2018-02-20,904.0,5.2C(58%)-4C-newstructure,5.2,4.0,-0.0001875867082398,0.17767569103980058,-0.0001988404298426,0.17398752158687766,-0.027841110945332148,7.899098323286507e-05
2018-02-20_cell_009,2018-02-20,791.0,5.6C(26%)-4.5C-newstructure,5.6,4.5,-0.000166141330384,0.17849449678653878,-0.000108835488198,0.17437475315926218,-0.019754152325308416,4.524538805182597e-05
2018-02-20_cell_010,2018-02-20,492.0,4.8C(80%)-4.8C,4.8,4.8,-0.0001415933742122,0.18278675468128072,-0.0001790482678271,0.17334586558877488,-0.05580244986198335,0.00035407876899738207
2018-02-20_cell_011,2018-02-20,449.0,5.2C(50%)-4.25C,5.2,4.25,-0.0001292534968066,0.1785118473831664,-0.000200072722305,0.1710917236598994,-0.05489875594719695,0.0003270444466420867
2018-02-20_cell_012,2018-02-20,466.0,4.65C(44%)-5C,4.65,5.0,-0.0002703204803765,0.1811023096741912,-0.000244720826501,0.16909116584008607,-0.07733124344865683,0.0006792531042316974
2018-02-20_cell_013,2018-02-20,460.0,4.65C(69%)-6C,4.65,6.0,-0.0001072198443689,0.17755103465858663,-0.0001050229392957,0.16564635416148532,-0.06467448840609535,0.00045243092034126726
2018-02-20_cell_014,2018-02-20,426.0,3.6C(30%)-6C,3.6,6.0,-8.945441267420738e-05,0.1735995272111397,-0.0002850574162187,0.16039330333469967,-0.0837144352028476,0.000761167144312956
2018-02-20_cell_015,2018-02-20,396.0,3.6C(9%)-5C,3.6,5.0,-0.0001245520077291,0.16838066862690826,-0.0002324105498733,0.16165558386643336,-0.05093467639415561,0.00030461274707478425
2018-02-20_cell_016,2018-02-20,472.0,4.8C(80%)-4.8C,4.8,4.8,-0.0002027185769782,0.18399034943357095,-0.0004121344429433,0.1750860000065552,-0.0532543676756424,0.0003199771811309941
2018-02-20_cell_017,2018-02-20,471.0,5.6C(26%)-4.5C,5.6,4.5,-0.0001162085113006,0.1810653227550099,-0.0002021657268278,0.17428429264438056,-0.05256239657553363,0.0003159772910980137
2018-02-20_cell_018,2018-02-20,449.0,5.2C(50%)-4.25C,5.2,4.25,-0.0003901713054829,0.1763683348475606,-0.0002741084199833,0.17197813003598664,-0.03974566910430133,0.00019619921427892944
2018-02-20_cell_019,2018-02-20,392.0,6C(60%)-3C,6.0,3.0,-0.0001612156554142,0.180632740491765,-0.0001713606647362,0.17009792304873383,-0.06565175087353747,0.000510554367232896
2018-02-20_cell_020,2018-02-20,489.0,5.2C(58%)-4C,5.2,4.0,-9.650192638380563e-05,0.18024137385506206,-0.0002989584724611,0.17310758903140172,-0.06050408803806073,0.0003619883290668573
2018-02-20_cell_021,2018-02-20,408.0,6C(60%)-3C,6.0,3.0,-0.0002042541365979,0.18393409271041222,-0.00038629456714,0.17292309212094983,-0.06446758204398206,0.00047132548685186956
2018-02-20_cell_024,2018-02-20,514.0,4.8C(80%)-4.8C,4.8,4.8,-0.0002121820229957,0.17831350285042896,-0.0001479586233316,0.17082229347288128,-0.04572997432532899,0.00022862026926774234
2018-02-20_cell_025,2018-02-20,493.0,5.2C(58%)-4C,5.2,4.0,-0.0001096530182846,0.1815715853835979,-0.0001549936373888,0.17392549347201106,-0.05050846489030958,0.0002920936192579677
2018-02-20_cell_026,2018-02-20,450.0,5.6C(26%)-4.5C,5.6,4.5,-0.0001586948125747,0.18251639080640078,-0.0001766657731581,0.16997923761569955,-0.07330877912898282,0.0005997170447101139
2018-02-20_cell_027,2018-02-20,474.0,5.2C(50%)-4.25C,5.2,4.25,-0.000300608691874,0.1792299301890975,-0.0003484373326687,0.17271059021583265,-0.054491257560659395,0.000326434736886559
2018-02-20_cell_028,2018-02-20,437.0,4.8C(80%)-4.8C,4.8,4.8,-0.0001232951371693,0.17670165459465864,-0.0001400202833624,0.1682898429719469,-0.05649138678277321,0.0003772148929015916
2018-02-20_cell_029,2018-02-20,452.0,5.2C(58%)-4C,5.2,4.0,-0.0001294076943625,0.1812822359068695,-0.0002049734490151,0.17289279702237761,-0.05263352953614442,0.00031027859835523264
2018-02-20_cell_030,2018-02-20,412.0,5.6C(26%)-4.5C,5.6,4.5,-0.0001019906172689,0.17808618756442945,-8.905071316926756e-05,0.16517983769009872,-0.07552303651130998,0.0006525149114268702
2018-02-20_cell_031,2018-02-20,425.0,5.6C(26%)-4.5C,5.6,4.5,-0.0002158069935906,0.17766510026566779,2.337578176306524e-05,0.1669776132125382,-0.06422883358208353,0.00044426404704274534
2018-02-20_cell_032,2018-02-20,809.0,4.8C(80%)-4.8C-newstructure,4.8,4.8,-7.970688831246788e-05,0.17704884897756865,-0.0001814730562391,0.17165130109121876,-0.02746120651303563,7.388118368069321e-05
2018-02-20_cell_033,2018-02-20,1140.0,5.2C(58%)-4C-newstructure,5.2,4.0,-6.865682707648196e-05,0.17841643806144783,-0.0002485999860506,0.1730678392169138,-0.024084742136216142,5.866400117176802e-05
2018-02-20_cell_034,2018-02-20,1186.0,5.6C(26%)-4.5C-newstructure,5.6,4.5,-7.032843859468057e-05,0.17685339396392005,-4.968859932841344e-05,0.17334530495441375,-0.019142949643999208,3.559711705409905e-05
2018-02-20_cell_041,2018-02-20,442.0,5.6C(26%)-4.5C,5.6,4.5,-0.0002210371993488,0.1815687783781467,-0.0002831533859884,0.17092991635879243,-0.08093104924483768,0.0006724100406155341
2018-02-20_cell_042,2018-02-20,474.0,5.2C(50%)-4.25C,5.2,4.25,-0.0001335895836164,0.17944083087757567,-0.0001680979196754,0.16996314293272463,-0.054167624970645756,0.00032916401573680396
2018-02-20_cell_043,2018-02-20,1029.0,4.8C(80%)-4.8C-newstructure,4.8,4.8,-0.0001206459054309,0.17996344513698173,-7.786747073144955e-05,0.175237200147513,-0.019164842112240565,5.348328464782673e-05
2018-02-20_cell_044,2018-02-20,841.0,5.2C(58%)-4C-newstructure,5.2,4.0,-0.0001254951475651,0.1799591645280977,-0.0002315361755606,0.17662807247179493,-0.02030227762051684,4.319928111022788e-05
2018-02-20_cell_045,2018-02-20,997.0,5.6C(26%)-4.5C-newstructure,5.6,4.5,-4.800897845648252e-05,0.17999619231237604,-4.204836896544022e-05,0.17640636449260458,-0.026670418787086536,6.680132101075869e-05
2018-02-20_cell_046,2018-02-20,503.0,4.8C(80%)-4.8C,4.8,4.8,-0.0004807199396779,0.18511636303235274,-0.0015671940222256,0.1755665976596143,-0.05286240500828243,0.0003098309988920476
2018-04-12_cell_000,2018-04-12,1009.0,5C(67%)-4C-newstructure,5.0,4.0,-0.0001425802746457,0.17763371372912815,-0.000138967180758,0.17371824350782014,-0.02331165742747443,5.687024898905243e-05
2018-04-12_cell_001,2018-04-12,1063.0,5.3C(54%)-4C-newstructure,5.3,4.0,-0.0001118127474657,0.17637633299102354,-0.0003033301257586,0.1728684100258075,-0.02232417755406846,5.181521321780517e-05
2018-04-12_cell_002,2018-04-12,1267.0,5.6C(19%)-4.6C-newstructure,5.6,4.6,-8.946505225915002e-05,0.1735506099130463,-9.400306948675916e-05,0.17211966658948946,-0.008648038341613706,1.6619555727408127e-05
2018-04-12_cell_003,2018-04-12,1115.0,5.6C(36%)-4.3C-newstructure,5.6,4.3,-0.0001199722859253,0.17642467917966398,-0.0001148119162135,0.17294047789575526,-0.026836614735112785,7.645259474220105e-05
2018-04-12_cell_004,2018-04-12,1048.0,5.6C(19%)-4.6C-newstructure,5.6,4.6,-0.000153368389908,0.17858576185886887,-0.0002236706605083,0.1753930878147304,-0.024810275761238176,6.630317519564985e-05
2018-04-12_cell_005,2018-04-12,828.0,5.6C(36%)-4.3C-newstructure,5.6,4.3,-0.0003116089010965,0.171550975869759,-0.0001594861777797,0.167337149549553,-0.025445098246365427,7.683799523990652e-05
2018-04-12_cell_006,2018-04-12,667.0,3.7C(31%)-5.9C-newstructure,3.7,5.9,-0.0002333183013924,0.1751031323971413,-5.601127936026679e-05,0.1644753235462122,-0.053201646591245266,0.000298051839860899
2018-04-12_cell_007,2018-04-12,1836.0,4.8C(80%)-4.8C-newstructure,4.8,4.8,-0.0003167145789797,0.17824056619113557,-0.0001908504598153,0.17565471218252574,-0.017059021835070354,3.245322135799683e-05
2018-04-12_cell_008,2018-04-12,828.0,5C(67%)-4C-newstructure,5.0,4.0,-0.0002485878898508,0.17636115979585226,-0.0002446914258494,0.1724723455435107,-0.026848970612832423,8.094615840627264e-05
2018-04-12_cell_009,2018-04-12,1039.0,5.3C(54%)-4C-newstructure,5.3,4.0,-0.0001638080407842,0.1782137303263912,-0.0003366401573053,0.17378652891914265,-0.0295752747869662,0.00010416049784765703
2018-04-12_cell_010,2018-04-12,1078.0,4.8C(80%)-4.8C-newstructure,4.8,4.8,-0.0001387956774346,0.1757270409739627,-0.0002084243828005,0.17273415160596214,-0.01909302588522943,3.87832389475945e-05
2018-04-12_cell_011,2018-04-12,817.0,5.6C(19%)-4.6C-newstructure,5.6,4.6,-0.000332490576453,0.1772691093295855,-0.0001703515239443,0.17255735851023882,-0.034087374997818,0.00013034033579521084
2018-04-12_cell_012,2018-04-12,932.0,5.6C(36%)-4.3C-newstructure,5.6,4.3,-0.0002029548994931,0.1802587903919516,-0.0003038981188354,0.17495170807922114,-0.03173492178819737,0.00011303424118898799
2018-04-12_cell_013,2018-04-12,816.0,5.6C(19%)-4.6C-newstructure,5.6,4.6,-0.0001656873613979,0.17678691388367895,-0.0003066933410835,0.17271946578023933,-0.027646083960900847,8.045138308284524e-05
2018-04-12_cell_014,2018-04-12,858.0,5.6C(36%)-4.3C-newstructure,5.6,4.3,-0.0001966334304114,0.17957362663213136,-0.0001742529667146,0.17548347197552652,-0.029282360362737347,0.00010007654534836028
2018-04-12_cell_015,2018-04-12,876.0,5.9C(15%)-4.6C-newstructure,5.9,4.6,-0.0002012722942283,0.17721582871326275,-0.000159834968655,0.17269896032745488,-0.029484345002335988,9.98425301408836e-05
2018-04-12_cell_016,2018-04-12,1638.0,4.8C(80%)-4.8C-newstructure,4.8,4.8,-0.0001864851649613,0.17590975647378657,-0.0001224798431501,0.17320659762089796,-0.013451995639618852,2.020628622431915e-05
2018-04-12_cell_017,2018-04-12,1315.0,5.3C(54%)-4C-newstructure,5.3,4.0,-0.0002885142573949,0.17660328073306683,-0.0001184230226917,0.17292376805767307,-0.017882391550413712,3.633180045384263e-05
2018-04-12_cell_018,2018-04-12,1146.0,5.6C(19%)-4.6C-newstructure,5.6,4.6,-0.0001363185758611,0.1767309852498577,-0.0003211932809646,0.17304907423522908,-0.02345576998165999,5.571190370898639e-05
2018-04-12_cell_019,2018-04-12,1155.0,5.6C(36%)-4.3C-newstructure,5.6,4.3,-0.0001458432659478,0.1787998922231135,-0.0001674901987064,0.17448248721064352,-0.025293657704202555,6.730667325120837e-05
2018-04-12_cell_020,2018-04-12,813.0,5C(67%)-4C-newstructure,5.0,4.0,-0.0001141201141808,0.17597188122536134,-0.000142531325729,0.17237743042042564,-0.028071993572476917,8.583320053473404e-05
2018-04-12_cell_021,2018-04-12,772.0,3.7C(31%)-5.9C-newstructure,3.7,5.9,-0.0001749614004194,0.17701520164707352,-0.0002163560929409,0.1684109864431282,-0.04327614857800555,0.00019754830798491906
2018-04-12_cell_022,2018-04-12,1002.0,5.9C(60%)-3.1C-newstructure,5.9,3.1,-0.0001790023565839,0.17403321131238733,-0.0002380027849095,0.16892469514262745,-0.028409329718629972,8.977958692912628e-05
2018-04-12_cell_024,2018-04-12,825.0,5C(67%)-4C-newstructure,5.0,4.0,-0.0001759663610222,0.17121307283226225,-0.0002663073950334,0.16777936466238758,-0.0247723986145858,6.994312062017467e-05
2018-04-12_cell_025,2018-04-12,989.0,5.3C(54%)-4C-newstructure,5.3,4.0,-0.0001616679462413,0.17612981599958244,-0.0003577437350829,0.17233847573520122,-0.026576249209760205,7.135743905511087e-05
2018-04-12_cell_026,2018-04-12,1028.0,5.6C(19%)-4.6C-newstructure,5.6,4.6,-0.0001554805556687,0.17903051547752455,-0.0001657907856544,0.1756044435479205,-0.02417913926788806,6.032434097872007e-05
2018-04-12_cell_027,2018-04-12,850.0,5.6C(36%)-4.3C-newstructure,5.6,4.3,-0.0001917658533595,0.17480430919020257,-9.0494408845586e-05,0.1709474586777815,-0.026600290807078375,7.410844302086183e-05
2018-04-12_cell_028,2018-04-12,541.0,3.7C(31%)-5.9C-newstructure,3.7,5.9,-7.417809062480944e-05,0.1708965337946298,-7.796832527872213e-05,0.16104502010285887,-0.05783112055064066,0.0003534614925326923
2018-04-12_cell_029,2018-04-12,858.0,5.9C(15%)-4.6C-newstructure,5.9,4.6,-0.0003046741721961,0.17694722324925563,-0.0001073697125173,0.1729457151787623,-0.028921475161164834,8.638212824469722e-05
2018-04-12_cell_030,2018-04-12,935.0,5.3C(54%)-4C-newstructure,5.3,4.0,-0.0001452411332456,0.17831933883873854,-0.0001467133756744,0.17466685350745548,-0.026737169755743362,7.939158148811149e-05
2018-04-12_cell_031,2018-04-12,731.0,5.9C(60%)-3.1C-newstructure,5.9,3.1,-0.0003068624471354,0.1781980118062594,-0.000225058969582,0.17282486237648034,-0.035619409739265584,0.00014467616046037193
2018-04-12_cell_033,2018-04-12,1284.0,5C(67%)-4C-newstructure,5.0,4.0,-0.0001254735671695,0.17521150171605812,-0.0001562979274956,0.17217550988670988,-0.01988592564791003,4.01884879781713e-05
2018-04-12_cell_034,2018-04-12,1158.0,5.3C(54%)-4C-newstructure,5.3,4.0,-0.00012550096678,0.17516190093631379,-0.0001477685027834,0.1715382166621331,-0.02150989276991433,4.9469838824230714e-05
2018-04-12_cell_035,2018-04-12,1093.0,5.6C(19%)-4.6C-newstructure,5.6,4.6,-0.0001775458091671,0.17610878428696977,-0.0002311184466559,0.17247487227174135,-0.02302807515263361,5.8229318902417515e-05
2018-04-12_cell_036,2018-04-12,923.0,5.6C(36%)-4.3C-newstructure,5.6,4.3,-0.0002009628874449,0.1737323488042156,-0.0001439616510929,0.1701530153588312,-0.022981813517992555,5.578816533522572e-05
2018-04-12_cell_037,2018-04-12,1390.0,4.8C(80%)-4.8C-newstructure,4.8,4.8,-9.567237750127754e-05,0.17017272935274705,-0.000103451643204,0.16899137936405384,-0.00843982298871837,7.964236547168016e-06
2018-04-12_cell_038,2018-04-12,1935.0,5C(67%)-4C-newstructure,5.0,4.0,-0.000334491086234,0.17916953006483022,-0.0002231213649535,0.1751502963801863,-0.02014700572167505,4.549324922822413e-05
2018-04-12_cell_039,2018-04-12,1156.0,5.3C(54%)-4C-newstructure,5.3,4.0,-0.000230992981005,0.17207323323775786,-0.0003254010797908,0.1689626529571368,-0.017457917694832736,3.510467231268054e-05
2018-04-12_cell_040,2018-04-12,796.0,5.6C(19%)-4.6C-newstructure,5.6,4.6,-0.0001809865791771,0.1755371914259254,-0.0001774451429246,0.1724690525905161,-0.022053794482172262,5.0686432503224094e-05
2018-04-12_cell_041,2018-04-12,786.0,5.6C(36%)-4.3C-newstructure,5.6,4.3,-0.0004927739635504,0.1769875508217937,-0.0004990485421763,0.17304132076155113,-0.024192993699098775,6.0324069168316264e-05
2018-04-12_cell_042,2018-04-12,1642.0,4.8C(80%)-4.8C-newstructure,4.8,4.8,-0.0003744203046953,0.17899403745547093,-0.0002829409364042,0.1774086459558128,-0.005609789046358782,4.506146582054211e-05
2018-04-12_cell_043,2018-04-12,1046.0,5C(67%)-4C-newstructure,5.0,4.0,-0.0003168640078442,0.17910291360167446,-0.0002116798096545,0.17624488817341727,-0.01297639899175862,4.822275074444363e-05
2018-04-12_cell_044,2018-04-12,940.0,5.3C(54%)-4C-newstructure,5.3,4.0,-0.0002751205281801,0.1792020821345621,-0.0003746407418362,0.1753266208873142,-0.025985131887504842,7.387618796699743e-05
2018-04-12_cell_045,2018-04-12,1801.0,4.8C(80%)-4.8C-newstructure,4.8,4.8,-0.000176889822031,0.17842375160095272,-0.0002297482545968,0.1758593262841161,-0.016477960740300612,3.0140413031955283e-05
